academicYear,primaryCategory,secondaryCategory,value,dimension,semester
2002-03,ALABAMA,Full-Time,0,State/Country,Fall
2022-23,ALASKA,Full-Time,1,State/Country,Fall
2021-22,ALASKA,Full-Time,1,State/Country,Fall
2020-21,ALASKA,Full-Time,1,State/Country,Fall
2019-20,ALASKA,Full-Time,1,State/Country,Fall
2016-17,ALASKA,Full-Time,1,State/Country,Fall
2015-16,ALASKA,Full-Time,1,State/Country,Fall
2015-16,ALASKA,Part-Time,0,State/Country,Fall
2014-15,ALASKA,Full-Time,1,State/Country,Fall
2014-15,ALASKA,Part-Time,0,State/Country,Fall
2013-14,ALASKA,Full-Time,1,State/Country,Fall
2013-14,ALASKA,Part-Time,0,State/Country,Fall
2012-13,ALASKA,Full-Time,0,State/Country,Fall
2012-13,ALASKA,Part-Time,0,State/Country,Fall
2011-12,ALASKA,Full-Time,0,State/Country,Fall
2011-12,ALASKA,Part-Time,0,State/Country,Fall
2010-11,ALASKA,Full-Time,1,State/Country,Fall
2010-11,ALASKA,Part-Time,0,State/Country,Fall
2009-10,ALASKA,Full-Time,0,State/Country,Fall
2009-10,ALASKA,Part-Time,0,State/Country,Fall
2008-09,ALASKA,Full-Time,0,State/Country,Fall
2008-09,ALASKA,Part-Time,0,State/Country,Fall
2007-08,ALASKA,Full-Time,0,State/Country,Fall
2007-08,ALASKA,Part-Time,0,State/Country,Fall
2006-07,ALASKA,Full-Time,0,State/Country,Fall
2006-07,ALASKA,Part-Time,0,State/Country,Fall
2005-06,ALASKA,Full-Time,0,State/Country,Fall
2005-06,ALASKA,Part-Time,0,State/Country,Fall
2004-05,ALASKA,Full-Time,0,State/Country,Fall
2004-05,ALASKA,Part-Time,0,State/Country,Fall
2003-04,ALASKA,Full-Time,0,State/Country,Fall
2003-04,ALASKA,Part-Time,0,State/Country,Fall
2002-03,ALASKA,Full-Time,0,State/Country,Fall
2021-22,ARIZONA,Full-Time,1,State/Country,Fall
2020-21,ARIZONA,Full-Time,1,State/Country,Fall
2019-20,ARIZONA,Full-Time,1,State/Country,Fall
2018-19,ARIZONA,Full-Time,5,State/Country,Fall
2017-18,ARIZONA,Full-Time,3,State/Country,Fall
2016-17,ARIZONA,Full-Time,2,State/Country,Fall
2015-16,ARIZONA,Full-Time,3,State/Country,Fall
2015-16,ARIZONA,Part-Time,0,State/Country,Fall
2014-15,ARIZONA,Full-Time,0,State/Country,Fall
2014-15,ARIZONA,Part-Time,0,State/Country,Fall
2013-14,ARIZONA,Full-Time,0,State/Country,Fall
2013-14,ARIZONA,Part-Time,0,State/Country,Fall
2012-13,ARIZONA,Full-Time,0,State/Country,Fall
2012-13,ARIZONA,Part-Time,0,State/Country,Fall
2011-12,ARIZONA,Full-Time,3,State/Country,Fall
2011-12,ARIZONA,Part-Time,0,State/Country,Fall
2010-11,ARIZONA,Full-Time,2,State/Country,Fall
2010-11,ARIZONA,Part-Time,0,State/Country,Fall
2009-10,ARIZONA,Full-Time,1,State/Country,Fall
2009-10,ARIZONA,Part-Time,0,State/Country,Fall
2008-09,ARIZONA,Full-Time,3,State/Country,Fall
2008-09,ARIZONA,Part-Time,0,State/Country,Fall
2007-08,ARIZONA,Full-Time,7,State/Country,Fall
2007-08,ARIZONA,Part-Time,0,State/Country,Fall
2006-07,ARIZONA,Full-Time,6,State/Country,Fall
2006-07,ARIZONA,Part-Time,0,State/Country,Fall
2005-06,ARIZONA,Full-Time,6,State/Country,Fall
2005-06,ARIZONA,Part-Time,0,State/Country,Fall
2004-05,ARIZONA,Full-Time,1,State/Country,Fall
2004-05,ARIZONA,Part-Time,0,State/Country,Fall
2003-04,ARIZONA,Full-Time,2,State/Country,Fall
2003-04,ARIZONA,Part-Time,0,State/Country,Fall
2002-03,ARIZONA,Full-Time,1,State/Country,Fall
2021-22,ARKANSAS,Full-Time,1,State/Country,Fall
2020-21,ARKANSAS,Full-Time,1,State/Country,Fall
2016-17,ARKANSAS,Full-Time,0,State/Country,Fall
2015-16,ARKANSAS,Full-Time,0,State/Country,Fall
2015-16,ARKANSAS,Part-Time,0,State/Country,Fall
2014-15,ARKANSAS,Full-Time,0,State/Country,Fall
2014-15,ARKANSAS,Part-Time,0,State/Country,Fall
2013-14,ARKANSAS,Full-Time,0,State/Country,Fall
2013-14,ARKANSAS,Part-Time,0,State/Country,Fall
2012-13,ARKANSAS,Full-Time,0,State/Country,Fall
2012-13,ARKANSAS,Part-Time,0,State/Country,Fall
2011-12,ARKANSAS,Full-Time,1,State/Country,Fall
2011-12,ARKANSAS,Part-Time,0,State/Country,Fall
2010-11,ARKANSAS,Full-Time,0,State/Country,Fall
2010-11,ARKANSAS,Part-Time,0,State/Country,Fall
2009-10,ARKANSAS,Full-Time,0,State/Country,Fall
2009-10,ARKANSAS,Part-Time,0,State/Country,Fall
2008-09,ARKANSAS,Full-Time,0,State/Country,Fall
2008-09,ARKANSAS,Part-Time,0,State/Country,Fall
2007-08,ARKANSAS,Full-Time,0,State/Country,Fall
2007-08,ARKANSAS,Part-Time,0,State/Country,Fall
2006-07,ARKANSAS,Full-Time,1,State/Country,Fall
2006-07,ARKANSAS,Part-Time,0,State/Country,Fall
2005-06,ARKANSAS,Full-Time,0,State/Country,Fall
2005-06,ARKANSAS,Part-Time,0,State/Country,Fall
2004-05,ARKANSAS,Full-Time,0,State/Country,Fall
2004-05,ARKANSAS,Part-Time,0,State/Country,Fall
2003-04,ARKANSAS,Full-Time,0,State/Country,Fall
2003-04,ARKANSAS,Part-Time,0,State/Country,Fall
2002-03,ARKANSAS,Full-Time,0,State/Country,Fall
2024-25,CALIFORNIA,Full-Time,17,State/Country,Fall
2023-24,CALIFORNIA,Full-Time,17,State/Country,Fall
2023-24,CALIFORNIA,Part-Time,1,State/Country,Fall
2022-23,CALIFORNIA,Full-Time,29,State/Country,Fall
2021-22,CALIFORNIA,Full-Time,33,State/Country,Fall
2020-21,CALIFORNIA,Full-Time,39,State/Country,Fall
2019-20,CALIFORNIA,Full-Time,44,State/Country,Fall
2018-19,CALIFORNIA,Full-Time,41,State/Country,Fall
2017-18,CALIFORNIA,Full-Time,37,State/Country,Fall
2016-17,CALIFORNIA,Full-Time,24,State/Country,Fall
2015-16,CALIFORNIA,Full-Time,13,State/Country,Fall
2015-16,CALIFORNIA,Part-Time,0,State/Country,Fall
2014-15,CALIFORNIA,Full-Time,9,State/Country,Fall
2014-15,CALIFORNIA,Part-Time,0,State/Country,Fall
2013-14,CALIFORNIA,Full-Time,8,State/Country,Fall
2013-14,CALIFORNIA,Part-Time,0,State/Country,Fall
2012-13,CALIFORNIA,Full-Time,8,State/Country,Fall
2012-13,CALIFORNIA,Part-Time,0,State/Country,Fall
2011-12,CALIFORNIA,Full-Time,7,State/Country,Fall
2011-12,CALIFORNIA,Part-Time,0,State/Country,Fall
2010-11,CALIFORNIA,Full-Time,6,State/Country,Fall
2010-11,CALIFORNIA,Part-Time,0,State/Country,Fall
2009-10,CALIFORNIA,Full-Time,4,State/Country,Fall
2009-10,CALIFORNIA,Part-Time,0,State/Country,Fall
2008-09,CALIFORNIA,Full-Time,2,State/Country,Fall
2008-09,CALIFORNIA,Part-Time,0,State/Country,Fall
2007-08,CALIFORNIA,Full-Time,2,State/Country,Fall
2007-08,CALIFORNIA,Part-Time,0,State/Country,Fall
2006-07,CALIFORNIA,Full-Time,5,State/Country,Fall
2006-07,CALIFORNIA,Part-Time,0,State/Country,Fall
2005-06,CALIFORNIA,Full-Time,6,State/Country,Fall
2005-06,CALIFORNIA,Part-Time,0,State/Country,Fall
2004-05,CALIFORNIA,Full-Time,7,State/Country,Fall
2004-05,CALIFORNIA,Part-Time,0,State/Country,Fall
2003-04,CALIFORNIA,Full-Time,7,State/Country,Fall
2003-04,CALIFORNIA,Part-Time,0,State/Country,Fall
2002-03,CALIFORNIA,Full-Time,4,State/Country,Fall
2024-25,COLORADO,Full-Time,1,State/Country,Fall
2023-24,COLORADO,Full-Time,1,State/Country,Fall
2022-23,COLORADO,Full-Time,4,State/Country,Fall
2021-22,COLORADO,Full-Time,3,State/Country,Fall
2020-21,COLORADO,Full-Time,3,State/Country,Fall
2019-20,COLORADO,Full-Time,2,State/Country,Fall
2018-19,COLORADO,Full-Time,3,State/Country,Fall
2017-18,COLORADO,Full-Time,2,State/Country,Fall
2016-17,COLORADO,Full-Time,4,State/Country,Fall
2015-16,COLORADO,Full-Time,1,State/Country,Fall
2015-16,COLORADO,Part-Time,0,State/Country,Fall
2014-15,COLORADO,Full-Time,1,State/Country,Fall
2014-15,COLORADO,Part-Time,0,State/Country,Fall
2013-14,COLORADO,Full-Time,2,State/Country,Fall
2013-14,COLORADO,Part-Time,0,State/Country,Fall
2012-13,COLORADO,Full-Time,2,State/Country,Fall
2012-13,COLORADO,Part-Time,0,State/Country,Fall
2011-12,COLORADO,Full-Time,1,State/Country,Fall
2011-12,COLORADO,Part-Time,0,State/Country,Fall
2010-11,COLORADO,Full-Time,1,State/Country,Fall
2010-11,COLORADO,Part-Time,0,State/Country,Fall
2009-10,COLORADO,Full-Time,0,State/Country,Fall
2009-10,COLORADO,Part-Time,0,State/Country,Fall
2008-09,COLORADO,Full-Time,2,State/Country,Fall
2008-09,COLORADO,Part-Time,0,State/Country,Fall
2007-08,COLORADO,Full-Time,2,State/Country,Fall
2007-08,COLORADO,Part-Time,0,State/Country,Fall
2006-07,COLORADO,Full-Time,4,State/Country,Fall
2006-07,COLORADO,Part-Time,0,State/Country,Fall
2005-06,COLORADO,Full-Time,3,State/Country,Fall
2005-06,COLORADO,Part-Time,0,State/Country,Fall
2004-05,COLORADO,Full-Time,1,State/Country,Fall
2004-05,COLORADO,Part-Time,0,State/Country,Fall
2003-04,COLORADO,Full-Time,2,State/Country,Fall
2003-04,COLORADO,Part-Time,0,State/Country,Fall
2002-03,COLORADO,Full-Time,0,State/Country,Fall
2024-25,CONNECTICUT,Full-Time,1,State/Country,Fall
2023-24,CONNECTICUT,Full-Time,1,State/Country,Fall
2021-22,CONNECTICUT,Full-Time,1,State/Country,Fall
2020-21,CONNECTICUT,Full-Time,1,State/Country,Fall
2019-20,CONNECTICUT,Full-Time,1,State/Country,Fall
2018-19,CONNECTICUT,Full-Time,1,State/Country,Fall
2017-18,CONNECTICUT,Full-Time,1,State/Country,Fall
2016-17,CONNECTICUT,Full-Time,0,State/Country,Fall
2015-16,CONNECTICUT,Full-Time,0,State/Country,Fall
2015-16,CONNECTICUT,Part-Time,0,State/Country,Fall
2014-15,CONNECTICUT,Full-Time,2,State/Country,Fall
2014-15,CONNECTICUT,Part-Time,0,State/Country,Fall
2013-14,CONNECTICUT,Full-Time,2,State/Country,Fall
2013-14,CONNECTICUT,Part-Time,0,State/Country,Fall
2012-13,CONNECTICUT,Full-Time,4,State/Country,Fall
2012-13,CONNECTICUT,Part-Time,0,State/Country,Fall
2011-12,CONNECTICUT,Full-Time,0,State/Country,Fall
2011-12,CONNECTICUT,Part-Time,0,State/Country,Fall
2010-11,CONNECTICUT,Full-Time,1,State/Country,Fall
2010-11,CONNECTICUT,Part-Time,0,State/Country,Fall
2009-10,CONNECTICUT,Full-Time,1,State/Country,Fall
2009-10,CONNECTICUT,Part-Time,0,State/Country,Fall
2008-09,CONNECTICUT,Full-Time,1,State/Country,Fall
2008-09,CONNECTICUT,Part-Time,0,State/Country,Fall
2007-08,CONNECTICUT,Full-Time,4,State/Country,Fall
2007-08,CONNECTICUT,Part-Time,0,State/Country,Fall
2006-07,CONNECTICUT,Full-Time,4,State/Country,Fall
2006-07,CONNECTICUT,Part-Time,0,State/Country,Fall
2005-06,CONNECTICUT,Full-Time,5,State/Country,Fall
2005-06,CONNECTICUT,Part-Time,0,State/Country,Fall
2004-05,CONNECTICUT,Full-Time,5,State/Country,Fall
2004-05,CONNECTICUT,Part-Time,0,State/Country,Fall
2003-04,CONNECTICUT,Full-Time,0,State/Country,Fall
2003-04,CONNECTICUT,Part-Time,0,State/Country,Fall
2002-03,CONNECTICUT,Full-Time,0,State/Country,Fall
2021-22,DELAWARE,Full-Time,1,State/Country,Fall
2020-21,DELAWARE,Full-Time,1,State/Country,Fall
2019-20,DELAWARE,Full-Time,1,State/Country,Fall
2018-19,DELAWARE,Full-Time,1,State/Country,Fall
2017-18,DELAWARE,Full-Time,1,State/Country,Fall
2016-17,DELAWARE,Full-Time,0,State/Country,Fall
2015-16,DELAWARE,Full-Time,0,State/Country,Fall
2015-16,DELAWARE,Part-Time,0,State/Country,Fall
2014-15,DELAWARE,Full-Time,0,State/Country,Fall
2014-15,DELAWARE,Part-Time,0,State/Country,Fall
2013-14,DELAWARE,Full-Time,0,State/Country,Fall
2013-14,DELAWARE,Part-Time,0,State/Country,Fall
2012-13,DELAWARE,Full-Time,0,State/Country,Fall
2012-13,DELAWARE,Part-Time,0,State/Country,Fall
2011-12,DELAWARE,Full-Time,1,State/Country,Fall
2011-12,DELAWARE,Part-Time,0,State/Country,Fall
2010-11,DELAWARE,Full-Time,1,State/Country,Fall
2010-11,DELAWARE,Part-Time,0,State/Country,Fall
2009-10,DELAWARE,Full-Time,0,State/Country,Fall
2009-10,DELAWARE,Part-Time,0,State/Country,Fall
2008-09,DELAWARE,Full-Time,0,State/Country,Fall
2008-09,DELAWARE,Part-Time,0,State/Country,Fall
2007-08,DELAWARE,Full-Time,0,State/Country,Fall
2007-08,DELAWARE,Part-Time,0,State/Country,Fall
2006-07,DELAWARE,Full-Time,0,State/Country,Fall
2006-07,DELAWARE,Part-Time,0,State/Country,Fall
2005-06,DELAWARE,Full-Time,0,State/Country,Fall
2005-06,DELAWARE,Part-Time,0,State/Country,Fall
2004-05,DELAWARE,Full-Time,0,State/Country,Fall
2004-05,DELAWARE,Part-Time,0,State/Country,Fall
2003-04,DELAWARE,Full-Time,0,State/Country,Fall
2003-04,DELAWARE,Part-Time,0,State/Country,Fall
2002-03,DELAWARE,Full-Time,0,State/Country,Fall
2016-17,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2015-16,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2015-16,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2014-15,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2014-15,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2013-14,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2013-14,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2012-13,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2012-13,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2011-12,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2011-12,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2010-11,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2010-11,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2009-10,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2009-10,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2008-09,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2008-09,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2007-08,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2007-08,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2006-07,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2006-07,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2005-06,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2005-06,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2004-05,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2004-05,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2003-04,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2003-04,DISTRICT OF COLUMBIA,Part-Time,0,State/Country,Fall
2002-03,DISTRICT OF COLUMBIA,Full-Time,0,State/Country,Fall
2024-25,FLORIDA,Full-Time,11,State/Country,Fall
2023-24,FLORIDA,Full-Time,9,State/Country,Fall
2022-23,FLORIDA,Full-Time,10,State/Country,Fall
2021-22,FLORIDA,Full-Time,14,State/Country,Fall
2020-21,FLORIDA,Full-Time,14,State/Country,Fall
2019-20,FLORIDA,Full-Time,18,State/Country,Fall
2018-19,FLORIDA,Full-Time,15,State/Country,Fall
2017-18,FLORIDA,Full-Time,11,State/Country,Fall
2016-17,FLORIDA,Full-Time,4,State/Country,Fall
2015-16,FLORIDA,Full-Time,11,State/Country,Fall
2015-16,FLORIDA,Part-Time,0,State/Country,Fall
2014-15,FLORIDA,Full-Time,2,State/Country,Fall
2014-15,FLORIDA,Part-Time,0,State/Country,Fall
2013-14,FLORIDA,Full-Time,0,State/Country,Fall
2013-14,FLORIDA,Part-Time,0,State/Country,Fall
2012-13,FLORIDA,Full-Time,2,State/Country,Fall
2012-13,FLORIDA,Part-Time,0,State/Country,Fall
2011-12,FLORIDA,Full-Time,1,State/Country,Fall
2011-12,FLORIDA,Part-Time,0,State/Country,Fall
2010-11,FLORIDA,Full-Time,4,State/Country,Fall
2010-11,FLORIDA,Part-Time,0,State/Country,Fall
2009-10,FLORIDA,Full-Time,6,State/Country,Fall
2009-10,FLORIDA,Part-Time,0,State/Country,Fall
2008-09,FLORIDA,Full-Time,5,State/Country,Fall
2008-09,FLORIDA,Part-Time,0,State/Country,Fall
2007-08,FLORIDA,Full-Time,6,State/Country,Fall
2007-08,FLORIDA,Part-Time,0,State/Country,Fall
2006-07,FLORIDA,Full-Time,9,State/Country,Fall
2006-07,FLORIDA,Part-Time,0,State/Country,Fall
2005-06,FLORIDA,Full-Time,7,State/Country,Fall
2005-06,FLORIDA,Part-Time,0,State/Country,Fall
2004-05,FLORIDA,Full-Time,6,State/Country,Fall
2004-05,FLORIDA,Part-Time,0,State/Country,Fall
2003-04,FLORIDA,Full-Time,5,State/Country,Fall
2003-04,FLORIDA,Part-Time,0,State/Country,Fall
2002-03,FLORIDA,Full-Time,5,State/Country,Fall
2024-25,GEORGIA,Full-Time,2,State/Country,Fall
2023-24,GEORGIA,Full-Time,4,State/Country,Fall
2022-23,GEORGIA,Full-Time,3,State/Country,Fall
2021-22,GEORGIA,Full-Time,6,State/Country,Fall
2020-21,GEORGIA,Full-Time,2,State/Country,Fall
2019-20,GEORGIA,Full-Time,9,State/Country,Fall
2018-19,GEORGIA,Full-Time,13,State/Country,Fall
2017-18,GEORGIA,Full-Time,9,State/Country,Fall
2016-17,GEORGIA,Full-Time,12,State/Country,Fall
2015-16,GEORGIA,Full-Time,9,State/Country,Fall
2015-16,GEORGIA,Part-Time,0,State/Country,Fall
2014-15,GEORGIA,Full-Time,1,State/Country,Fall
2014-15,GEORGIA,Part-Time,0,State/Country,Fall
2013-14,GEORGIA,Full-Time,1,State/Country,Fall
2013-14,GEORGIA,Part-Time,0,State/Country,Fall
2012-13,GEORGIA,Full-Time,1,State/Country,Fall
2012-13,GEORGIA,Part-Time,0,State/Country,Fall
2011-12,GEORGIA,Full-Time,1,State/Country,Fall
2011-12,GEORGIA,Part-Time,0,State/Country,Fall
2010-11,GEORGIA,Full-Time,1,State/Country,Fall
2010-11,GEORGIA,Part-Time,0,State/Country,Fall
2009-10,GEORGIA,Full-Time,0,State/Country,Fall
2009-10,GEORGIA,Part-Time,0,State/Country,Fall
2008-09,GEORGIA,Full-Time,1,State/Country,Fall
2008-09,GEORGIA,Part-Time,0,State/Country,Fall
2007-08,GEORGIA,Full-Time,1,State/Country,Fall
2007-08,GEORGIA,Part-Time,0,State/Country,Fall
2006-07,GEORGIA,Full-Time,1,State/Country,Fall
2006-07,GEORGIA,Part-Time,0,State/Country,Fall
2005-06,GEORGIA,Full-Time,1,State/Country,Fall
2005-06,GEORGIA,Part-Time,0,State/Country,Fall
2004-05,GEORGIA,Full-Time,2,State/Country,Fall
2004-05,GEORGIA,Part-Time,0,State/Country,Fall
2003-04,GEORGIA,Full-Time,3,State/Country,Fall
2003-04,GEORGIA,Part-Time,0,State/Country,Fall
2002-03,GEORGIA,Full-Time,3,State/Country,Fall
2024-25,HAWAII,Full-Time,1,State/Country,Fall
2023-24,HAWAII,Full-Time,1,State/Country,Fall
2022-23,HAWAII,Full-Time,1,State/Country,Fall
2016-17,HAWAII,Full-Time,1,State/Country,Fall
2015-16,HAWAII,Full-Time,1,State/Country,Fall
2015-16,HAWAII,Part-Time,0,State/Country,Fall
2014-15,HAWAII,Full-Time,0,State/Country,Fall
2014-15,HAWAII,Part-Time,0,State/Country,Fall
2013-14,HAWAII,Full-Time,0,State/Country,Fall
2013-14,HAWAII,Part-Time,0,State/Country,Fall
2012-13,HAWAII,Full-Time,0,State/Country,Fall
2012-13,HAWAII,Part-Time,0,State/Country,Fall
2011-12,HAWAII,Full-Time,0,State/Country,Fall
2011-12,HAWAII,Part-Time,0,State/Country,Fall
2010-11,HAWAII,Full-Time,1,State/Country,Fall
2010-11,HAWAII,Part-Time,0,State/Country,Fall
2009-10,HAWAII,Full-Time,1,State/Country,Fall
2009-10,HAWAII,Part-Time,0,State/Country,Fall
2008-09,HAWAII,Full-Time,0,State/Country,Fall
2008-09,HAWAII,Part-Time,0,State/Country,Fall
2007-08,HAWAII,Full-Time,0,State/Country,Fall
2007-08,HAWAII,Part-Time,0,State/Country,Fall
2006-07,HAWAII,Full-Time,0,State/Country,Fall
2006-07,HAWAII,Part-Time,0,State/Country,Fall
2005-06,HAWAII,Full-Time,0,State/Country,Fall
2005-06,HAWAII,Part-Time,0,State/Country,Fall
2004-05,HAWAII,Full-Time,0,State/Country,Fall
2004-05,HAWAII,Part-Time,0,State/Country,Fall
2003-04,HAWAII,Full-Time,0,State/Country,Fall
2003-04,HAWAII,Part-Time,0,State/Country,Fall
2002-03,HAWAII,Full-Time,0,State/Country,Fall
2023-24,IDAHO,Full-Time,1,State/Country,Fall
2022-23,IDAHO,Full-Time,1,State/Country,Fall
2020-21,IDAHO,Full-Time,2,State/Country,Fall
2019-20,IDAHO,Full-Time,5,State/Country,Fall
2018-19,IDAHO,Full-Time,4,State/Country,Fall
2017-18,IDAHO,Full-Time,2,State/Country,Fall
2016-17,IDAHO,Full-Time,1,State/Country,Fall
2015-16,IDAHO,Full-Time,1,State/Country,Fall
2015-16,IDAHO,Part-Time,0,State/Country,Fall
2014-15,IDAHO,Full-Time,1,State/Country,Fall
2014-15,IDAHO,Part-Time,0,State/Country,Fall
2013-14,IDAHO,Full-Time,1,State/Country,Fall
2013-14,IDAHO,Part-Time,0,State/Country,Fall
2012-13,IDAHO,Full-Time,0,State/Country,Fall
2012-13,IDAHO,Part-Time,0,State/Country,Fall
2011-12,IDAHO,Full-Time,0,State/Country,Fall
2011-12,IDAHO,Part-Time,0,State/Country,Fall
2010-11,IDAHO,Full-Time,0,State/Country,Fall
2010-11,IDAHO,Part-Time,0,State/Country,Fall
2009-10,IDAHO,Full-Time,2,State/Country,Fall
2009-10,IDAHO,Part-Time,0,State/Country,Fall
2008-09,IDAHO,Full-Time,1,State/Country,Fall
2008-09,IDAHO,Part-Time,0,State/Country,Fall
2007-08,IDAHO,Full-Time,1,State/Country,Fall
2007-08,IDAHO,Part-Time,0,State/Country,Fall
2006-07,IDAHO,Full-Time,0,State/Country,Fall
2006-07,IDAHO,Part-Time,0,State/Country,Fall
2005-06,IDAHO,Full-Time,0,State/Country,Fall
2005-06,IDAHO,Part-Time,0,State/Country,Fall
2004-05,IDAHO,Full-Time,0,State/Country,Fall
2004-05,IDAHO,Part-Time,0,State/Country,Fall
2003-04,IDAHO,Full-Time,0,State/Country,Fall
2003-04,IDAHO,Part-Time,0,State/Country,Fall
2002-03,IDAHO,Full-Time,0,State/Country,Fall
2024-25,ILLINOIS,Full-Time,67,State/Country,Fall
2023-24,ILLINOIS,Full-Time,95,State/Country,Fall
2022-23,ILLINOIS,Full-Time,115,State/Country,Fall
2021-22,ILLINOIS,Full-Time,148,State/Country,Fall
2021-22,ILLINOIS,Part-Time,4,State/Country,Fall
2020-21,ILLINOIS,Full-Time,175,State/Country,Fall
2020-21,ILLINOIS,Part-Time,1,State/Country,Fall
2019-20,ILLINOIS,Full-Time,166,State/Country,Fall
2018-19,ILLINOIS,Full-Time,157,State/Country,Fall
2017-18,ILLINOIS,Full-Time,152,State/Country,Fall
2016-17,ILLINOIS,Full-Time,87,State/Country,Fall
2016-17,ILLINOIS,Part-Time,1,State/Country,Fall
2015-16,ILLINOIS,Full-Time,48,State/Country,Fall
2015-16,ILLINOIS,Part-Time,0,State/Country,Fall
2014-15,ILLINOIS,Full-Time,25,State/Country,Fall
2014-15,ILLINOIS,Part-Time,0,State/Country,Fall
2013-14,ILLINOIS,Full-Time,33,State/Country,Fall
2013-14,ILLINOIS,Part-Time,0,State/Country,Fall
2012-13,ILLINOIS,Full-Time,35,State/Country,Fall
2012-13,ILLINOIS,Part-Time,0,State/Country,Fall
2011-12,ILLINOIS,Full-Time,34,State/Country,Fall
2011-12,ILLINOIS,Part-Time,0,State/Country,Fall
2010-11,ILLINOIS,Full-Time,40,State/Country,Fall
2010-11,ILLINOIS,Part-Time,0,State/Country,Fall
2009-10,ILLINOIS,Full-Time,36,State/Country,Fall
2009-10,ILLINOIS,Part-Time,0,State/Country,Fall
2008-09,ILLINOIS,Full-Time,44,State/Country,Fall
2008-09,ILLINOIS,Part-Time,0,State/Country,Fall
2007-08,ILLINOIS,Full-Time,58,State/Country,Fall
2007-08,ILLINOIS,Part-Time,0,State/Country,Fall
2006-07,ILLINOIS,Full-Time,57,State/Country,Fall
2006-07,ILLINOIS,Part-Time,0,State/Country,Fall
2005-06,ILLINOIS,Full-Time,48,State/Country,Fall
2005-06,ILLINOIS,Part-Time,0,State/Country,Fall
2004-05,ILLINOIS,Full-Time,49,State/Country,Fall
2004-05,ILLINOIS,Part-Time,0,State/Country,Fall
2003-04,ILLINOIS,Full-Time,31,State/Country,Fall
2003-04,ILLINOIS,Part-Time,0,State/Country,Fall
2002-03,ILLINOIS,Full-Time,26,State/Country,Fall
2024-25,INDIANA,Full-Time,21,State/Country,Fall
2023-24,INDIANA,Full-Time,22,State/Country,Fall
2022-23,INDIANA,Full-Time,26,State/Country,Fall
2021-22,INDIANA,Full-Time,30,State/Country,Fall
2020-21,INDIANA,Full-Time,35,State/Country,Fall
2019-20,INDIANA,Full-Time,38,State/Country,Fall
2018-19,INDIANA,Full-Time,40,State/Country,Fall
2017-18,INDIANA,Full-Time,39,State/Country,Fall
2016-17,INDIANA,Full-Time,28,State/Country,Fall
2015-16,INDIANA,Full-Time,32,State/Country,Fall
2015-16,INDIANA,Part-Time,0,State/Country,Fall
2014-15,INDIANA,Full-Time,28,State/Country,Fall
2014-15,INDIANA,Part-Time,0,State/Country,Fall
2013-14,INDIANA,Full-Time,27,State/Country,Fall
2013-14,INDIANA,Part-Time,0,State/Country,Fall
2012-13,INDIANA,Full-Time,20,State/Country,Fall
2012-13,INDIANA,Part-Time,1,State/Country,Fall
2011-12,INDIANA,Full-Time,18,State/Country,Fall
2011-12,INDIANA,Part-Time,0,State/Country,Fall
2010-11,INDIANA,Full-Time,14,State/Country,Fall
2010-11,INDIANA,Part-Time,0,State/Country,Fall
2009-10,INDIANA,Full-Time,13,State/Country,Fall
2009-10,INDIANA,Part-Time,1,State/Country,Fall
2008-09,INDIANA,Full-Time,19,State/Country,Fall
2008-09,INDIANA,Part-Time,0,State/Country,Fall
2007-08,INDIANA,Full-Time,16,State/Country,Fall
2007-08,INDIANA,Part-Time,1,State/Country,Fall
2006-07,INDIANA,Full-Time,18,State/Country,Fall
2006-07,INDIANA,Part-Time,0,State/Country,Fall
